,timestamp,date,time,target_label,day,transaction,volume_5min,volume_norm,barsize_5min,barsize_5min_norm,topping_tail,bottoming_tail,inside_wicks,inside_body,sma_90_norm,sma_90_slope,avwap_2day,gap,gap_up
136,2024-06-27 07:35:00,2024-06-27,07:35:00,0,Thursday,1.0,38489.0,1.3065609803705245,66.25,0.33,0.0247,0.0037,1.0,1.0,1.0009,0.0061,0.2342,-0.07,0
137,2024-06-28 07:35:00,2024-06-28,07:35:00,1,Friday,1.0,32881.0,1.1250213843364012,36.25,0.18,0.0234,0.0135,1.0,0.0,1.0022,0.0053,0.132,0.11,1
138,2024-07-01 07:40:00,2024-07-01,07:40:00,1,Monday,0.0,40409.0,1.3722666902118728,58.5,0.29,0.0742,0.0247,0.0,0.0,0.9952,-0.0061,-0.1391,0.19,1
139,2024-07-03 07:45:00,2024-07-03,07:45:00,1,Wednesday,1.0,38638.0,1.2960400639332357,52.25,0.26,0.0293,0.0012,0.0,0.0,1.0118,0.0147,0.0935,0.83,1
140,2024-07-05 07:35:00,2024-07-05,07:35:00,0,Friday,1.0,34990.0,1.1691861475333147,38.0,0.18,0.081,0.0073,0.0,0.0,1.0129,0.0247,0.1147,0.11,1
141,2024-07-08 07:35:00,2024-07-08,07:35:00,0,Monday,0.0,39396.0,1.3095289538327555,30.5,0.15,0.0635,0.0479,0.0,0.0,1.0035,0.0115,-0.0512,0.05,1
142,2024-07-09 07:35:00,2024-07-09,07:35:00,0,Tuesday,1.0,38278.0,1.2516656230124927,43.25,0.21,0.0036,0.0095,0.0,0.0,1.0042,0.0078,-0.0556,0.27,1
143,2024-07-10 07:35:00,2024-07-10,07:35:00,0,Wednesday,0.0,35929.0,1.1578981291996326,32.5,0.15,0.05,0.0202,1.0,0.0,1.0037,0.0055,-0.0384,0.38,1
144,2024-07-11 07:40:00,2024-07-11,07:40:00,1,Thursday,0.0,42985.0,1.3503537276485593,34.25,0.16,0.0366,0.1064,1.0,0.0,1.0046,0.0117,0.0371,0.0,0
145,2024-07-15 07:35:00,2024-07-15,07:35:00,0,Monday,1.0,37913.0,1.1819445830007982,40.25,0.19,0.0611,0.0455,0.0,0.0,1.0013,-0.0127,0.0844,0.88,1
146,2024-07-16 07:35:00,2024-07-16,07:35:00,0,Tuesday,1.0,35160.0,1.0924564268037105,41.0,0.2,0.0287,0.0873,1.0,0.0,1.0013,0.0094,0.0965,0.27,1
147,2024-07-17 07:35:00,2024-07-17,07:35:00,0,Wednesday,1.0,43360.0,1.3136328796008205,35.0,0.17,0.039,0.0049,0.0,0.0,0.9858,-0.0206,-0.0498,-1.65,0
148,2024-07-18 07:35:00,2024-07-18,07:35:00,1,Thursday,0.0,41684.0,1.2356727737865676,56.75,0.28,0.0392,0.0282,1.0,1.0,1.0001,-0.0261,-0.0286,0.75,1
149,2024-07-19 07:35:00,2024-07-19,07:35:00,0,Friday,1.0,43989.0,1.245923183789885,72.75,0.36,0.0634,0.1629,1.0,0.0,0.9976,-0.0068,0.1856,-0.13,0
150,2024-07-23 07:35:00,2024-07-23,07:35:00,0,Tuesday,1.0,36507.0,0.9916324981223711,47.25,0.23,0.0124,0.1238,0.0,0.0,1.0093,0.0083,0.1416,1.24,1
151,2024-07-24 07:35:00,2024-07-24,07:35:00,1,Wednesday,0.0,47399.0,1.2639227764222765,74.5,0.37,0.0767,0.0013,0.0,0.0,0.9843,-0.0103,-0.2647,-1.43,0
152,2024-07-25 07:35:00,2024-07-25,07:35:00,1,Thursday,0.0,48814.0,1.2719647391591546,88.75,0.46,0.0476,0.1067,1.0,1.0,0.989,-0.0466,-0.1481,0.07,1
153,2024-07-26 07:40:00,2024-07-26,07:40:00,0,Friday,0.0,51199.0,1.295488474481921,77.75,0.4,0.0116,0.0464,1.0,1.0,0.998,-0.0081,0.0675,0.91,1
154,2024-07-29 07:35:00,2024-07-29,07:35:00,0,Monday,1.0,51386.0,1.2679151055012652,71.5,0.37,0.0397,0.187,0.0,1.0,1.0063,0.0068,0.1984,0.57,1
155,2024-07-30 07:35:00,2024-07-30,07:35:00,0,Tuesday,1.0,44078.0,1.0705247460788552,44.25,0.23,0.0615,0.1229,1.0,0.0,1.0021,0.0095,0.0177,0.41,1
156,2024-07-31 07:40:00,2024-07-31,07:40:00,1,Wednesday,1.0,58507.0,1.387240338493566,81.0,0.41,0.1007,0.0038,0.0,0.0,1.0177,0.0045,-0.0926,2.28,1
157,2024-08-01 07:35:00,2024-08-01,07:35:00,1,Thursday,1.0,50576.0,1.174551235083262,50.25,0.25,0.0152,0.0658,1.0,0.0,1.0066,0.0359,0.0969,0.15,1
158,2024-08-02 07:35:00,2024-08-02,07:35:00,0,Friday,1.0,52752.0,1.2077752592897864,115.65749999999753,0.6,0.0174,0.004,1.0,0.0,0.9847,-0.0421,0.5677,-0.65,0
159,2024-08-05 07:35:00,2024-08-05,07:35:00,1,Monday,1.0,86804.0,1.8835507200777688,202.5,1.14,0.1828,0.3038,0.0,0.0,0.9349,-0.0732,1.0757,-6.65,0
160,2024-08-06 07:35:00,2024-08-06,07:35:00,0,Tuesday,0.0,49617.0,1.0598152580331996,109.0,0.6,0.3416,0.0629,1.0,0.0,0.9976,-0.0404,-0.0834,0.32,1
161,2024-08-07 07:35:00,2024-08-07,07:35:00,0,Wednesday,1.0,42024.0,0.895117049589919,84.25,0.45,0.1539,0.0803,1.0,0.0,1.0097,0.0302,0.131,1.55,1
162,2024-08-08 07:35:00,2024-08-08,07:35:00,0,Thursday,0.0,35534.0,0.7590975169218248,70.25,0.38,0.103,0.2182,1.0,1.0,0.9967,-0.0059,-0.172,1.41,1
163,2024-08-09 07:35:00,2024-08-09,07:35:00,0,Friday,1.0,32786.0,0.7027524076332639,57.25,0.31,0.0776,0.0013,1.0,1.0,1.0041,0.0221,0.1804,-0.37,0
164,2024-08-12 07:35:00,2024-08-12,07:35:00,0,Monday,1.0,23824.0,0.5213625366966002,37.18500000000131,0.19,0.0027,0.0416,0.0,1.0,1.0188,0.0282,-0.1351,1.52,1
165,2024-08-13 07:45:00,2024-08-13,07:45:00,1,Tuesday,1.0,32523.0,0.7159532559990226,76.5,0.4,0.1444,0.0328,1.0,0.0,0.9976,0.0169,0.2271,-0.4,0
166,2024-08-14 07:35:00,2024-08-14,07:35:00,1,Wednesday,0.0,38224.0,0.8386253862768995,71.0,0.37,0.1988,0.0168,0.0,0.0,1.0077,0.0129,-0.0038,0.19,1
167,2024-08-15 07:35:00,2024-08-15,07:35:00,1,Thursday,1.0,31472.0,0.6996117590438581,45.5,0.23,0.0868,0.0817,0.0,0.0,1.0143,0.0172,0.1094,1.28,1
168,2024-08-16 07:35:00,2024-08-16,07:35:00,1,Friday,1.0,33881.0,0.759752258110811,52.75,0.27,0.0063,0.209,1.0,1.0,1.0014,0.0236,0.0203,-0.43,0
169,2024-08-19 07:35:00,2024-08-19,07:35:00,0,Monday,0.0,28100.0,0.6415473848953261,31.75,0.16,0.0504,0.0315,0.0,1.0,1.0009,0.0006,-0.0584,0.01,1
170,2024-08-20 07:35:00,2024-08-20,07:35:00,0,Tuesday,1.0,27767.0,0.6403333690778042,48.25,0.24,0.005,0.005,1.0,1.0,1.0071,0.0138,0.0126,-0.21,0
171,2024-08-21 07:35:00,2024-08-21,07:35:00,0,Wednesday,0.0,25268.0,0.5979629314098559,31.25,0.16,0.0373,0.0087,1.0,0.0,1.0012,0.0034,0.0773,0.15,1
172,2024-08-22 07:35:00,2024-08-22,07:35:00,1,Thursday,0.0,31605.0,0.7634731081363454,40.26249999999709,0.2,0.1275,0.0575,0.0,0.0,1.02,0.0234,-0.068,1.82,1
173,2024-08-23 08:00:00,2024-08-23,08:00:00,1,Friday,1.0,25491.0,0.6355122479023808,58.75,0.29,0.0438,0.04,0.0,0.0,0.9881,-0.0093,0.4599,-0.47,0
174,2024-08-26 07:45:00,2024-08-26,07:45:00,1,Monday,0.0,31743.0,0.8112438919670422,59.5,0.3,0.0475,0.1037,0.0,0.0,1.0002,-0.0076,-0.1873,-0.13,0
175,2024-08-27 07:35:00,2024-08-27,07:35:00,0,Tuesday,0.0,33360.0,0.8644077019348118,46.75,0.24,0.0797,0.1177,1.0,0.0,0.9949,-0.0117,-0.1834,-0.36,0
176,2024-08-28 07:35:00,2024-08-28,07:35:00,1,Wednesday,0.0,27175.0,0.7339377685591052,36.25,0.18,0.1447,0.0239,1.0,1.0,1.0001,0.0011,-0.1697,-0.13,0
177,2024-08-29 07:35:00,2024-08-29,07:35:00,0,Thursday,1.0,44006.0,1.1991454528609344,114.0,0.58,0.0089,0.1001,1.0,1.0,1.0018,-0.0029,0.0738,0.39,1
178,2024-08-30 07:35:00,2024-08-30,07:35:00,0,Friday,0.0,29714.0,0.8359332581254096,62.5,0.32,0.0909,0.1111,1.0,0.0,1.0002,0.0046,-0.0576,0.86,1
179,2024-09-03 07:35:00,2024-09-03,07:35:00,1,Tuesday,0.0,39768.0,1.1980442307518506,79.25,0.4,0.0292,0.0862,0.0,0.0,0.9996,0.0023,-0.1722,-0.68,0
180,2024-09-04 07:40:00,2024-09-04,07:40:00,0,Wednesday,1.0,34956.0,1.076859805828832,69.75,0.37,0.0353,0.0955,0.0,0.0,0.9831,-0.0345,0.2012,-0.71,0
181,2024-09-05 07:35:00,2024-09-05,07:35:00,1,Thursday,1.0,32344.0,1.011475417526007,62.5,0.33,0.1805,0.0092,1.0,1.0,0.9939,-0.0085,0.3281,-0.37,0
182,2024-09-06 07:35:00,2024-09-06,07:35:00,1,Friday,0.0,35486.0,1.1098166829034875,83.25,0.43,0.1983,0.1683,1.0,1.0,0.998,-0.0008,-0.4226,-0.24,0
183,2024-09-09 07:35:00,2024-09-09,07:35:00,0,Monday,1.0,34339.0,1.0713427741534929,60.5,0.32,0.0557,0.1273,0.0,1.0,1.0023,-0.0197,0.0698,0.92,1
184,2024-09-10 07:35:00,2024-09-10,07:35:00,1,Tuesday,0.0,39485.0,1.2025149724306274,75.25,0.4,0.241,0.0593,0.0,0.0,1.0075,0.0164,-0.2008,0.37,1
185,2024-09-11 07:35:00,2024-09-11,07:35:00,1,Wednesday,0.0,39939.0,1.2027591274507885,63.75,0.33,0.0196,0.0144,0.0,0.0,1.0084,0.0156,-0.1508,0.25,1
186,2024-09-12 07:35:00,2024-09-12,07:35:00,0,Thursday,1.0,43836.0,1.3090550740218145,73.08750000000146,0.37,0.0701,0.257,0.0,0.0,1.032,0.0413,-0.0048,1.37,1
187,2024-09-13 07:35:00,2024-09-13,07:35:00,1,Friday,1.0,25221.0,0.76025947875156,53.75,0.27,0.0089,0.0687,0.0,0.0,0.9917,0.0191,0.144,-1.55,0
188,2024-09-16 07:35:00,2024-09-16,07:35:00,0,Monday,0.0,20636.0,0.6347204643215802,101.0,0.51,0.033,0.014,0.0,0.0,0.9946,-0.0204,-0.0647,-0.47,0
189,2024-09-17 07:35:00,2024-09-17,07:35:00,0,Tuesday,0.0,10008.0,0.31663521301216335,58.25,0.29,0.1667,0.0088,0.0,0.0,1.0077,0.0022,-0.024,0.63,1
190,2024-09-18 07:35:00,2024-09-18,07:35:00,1,Wednesday,0.0,25061.0,0.7962938543882588,47.5,0.24,0.0291,0.0431,1.0,1.0,1.0014,0.0023,-0.1127,0.26,1
191,2024-09-19 07:35:00,2024-09-19,07:35:00,0,Thursday,0.0,30094.0,0.9489379078526867,36.75,0.18,0.0324,0.0125,0.0,0.0,1.0185,0.022,0.07,2.39,1
192,2024-09-20 07:35:00,2024-09-20,07:35:00,0,Friday,1.0,34996.0,1.0976416825320154,46.25,0.23,0.0936,0.0237,1.0,0.0,0.9985,0.0222,-0.0039,-0.23,0
193,2024-09-23 07:35:00,2024-09-23,07:35:00,0,Monday,0.0,29498.0,0.9194205699235583,51.25,0.26,0.0498,0.0872,0.0,0.0,1.0034,-0.0049,-0.0364,0.22,1
194,2024-09-24 07:35:00,2024-09-24,07:35:00,1,Tuesday,0.0,34232.0,1.0628514299375615,52.0,0.26,0.0931,0.0894,0.0,0.0,1.0033,0.0063,-0.0258,0.29,1
195,2024-09-25 07:35:00,2024-09-25,07:35:00,0,Wednesday,1.0,30876.0,0.962363831876198,55.5,0.28,0.0372,0.0124,1.0,1.0,1.0007,0.0057,0.0588,-0.15,0
196,2024-09-26 07:35:00,2024-09-26,07:35:00,1,Thursday,0.0,32865.0,1.0153546712802768,72.0,0.35,0.0719,0.0207,0.0,0.0,1.0152,0.0165,-0.0839,1.53,1
197,2024-09-27 07:35:00,2024-09-27,07:35:00,1,Friday,0.0,29191.0,0.922969907279324,44.0,0.22,0.0294,0.0994,1.0,1.0,1.004,0.0089,-0.119,0.17,1
198,2024-09-30 07:35:00,2024-09-30,07:35:00,0,Monday,1.0,28899.0,0.914916182546341,65.5,0.32,0.0434,0.052,0.0,1.0,0.9954,-0.006,0.1237,-0.22,0
199,2024-10-01 07:35:00,2024-10-01,07:35:00,1,Tuesday,0.0,41970.0,1.3241167822416284,104.5,0.52,0.0704,0.063,1.0,1.0,1.0028,-0.004,-0.3428,-0.09,0
200,2024-10-02 07:35:00,2024-10-02,07:35:00,0,Wednesday,0.0,35538.0,1.1201644092959335,55.99750000000131,0.28,0.0928,0.158,1.0,1.0,1.011,0.0041,-0.1616,1.17,1
201,2024-10-03 07:35:00,2024-10-03,07:35:00,0,Thursday,1.0,34987.0,1.0982222591920046,84.25,0.42,0.0138,0.0891,0.0,0.0,0.9833,-0.0042,0.0641,-1.82,0
202,2024-10-04 07:50:00,2024-10-04,07:50:00,1,Friday,0.0,37413.0,1.17083200330473,53.5,0.26,0.0606,0.1471,0.0,0.0,1.0104,-0.0046,-0.2881,1.2,1
203,2024-10-07 07:35:00,2024-10-07,07:35:00,0,Monday,1.0,32033.0,1.0060963161415752,45.5,0.23,0.0459,0.108,0.0,0.0,1.0013,0.0113,0.017,-0.45,0
204,2024-10-08 07:35:00,2024-10-08,07:35:00,0,Tuesday,1.0,28409.0,0.9080680579573024,32.75,0.16,0.0162,0.0062,1.0,1.0,0.9991,-0.0047,-0.0143,0.52,1
205,2024-10-09 07:35:00,2024-10-09,07:35:00,0,Wednesday,0.0,23690.0,0.7774184391577365,36.75,0.18,0.0357,0.0308,1.0,1.0,1.0042,0.0151,0.013,-0.08,0
206,2024-10-10 07:45:00,2024-10-10,07:45:00,0,Thursday,0.0,26222.0,0.8861193669224231,50.0,0.25,0.07,0.097,1.0,1.0,0.999,0.006,-0.2417,-0.48,0
207,2024-10-11 07:35:00,2024-10-11,07:35:00,0,Friday,0.0,30299.0,1.0151830153941002,29.5,0.15,0.0221,0.1106,1.0,0.0,0.996,-0.005,-0.0765,-0.44,0
208,2024-10-14 07:35:00,2024-10-14,07:35:00,1,Monday,1.0,25181.0,0.8373263813840276,45.25,0.22,0.0255,0.0499,0.0,0.0,1.0056,0.0097,0.0435,0.5,1
209,2024-10-15 07:35:00,2024-10-15,07:35:00,0,Tuesday,1.0,28164.0,0.9090762372945912,38.25,0.19,0.0364,0.126,1.0,0.0,1.0018,0.0092,-0.0482,0.05,1
210,2024-10-16 07:35:00,2024-10-16,07:35:00,0,Wednesday,0.0,33757.0,1.07452643105199,57.5,0.28,0.0209,0.0111,1.0,1.0,0.9962,-0.0175,-0.1935,0.05,1
211,2024-10-17 07:35:00,2024-10-17,07:35:00,1,Thursday,0.0,43616.0,1.359101078780249,104.0,0.51,0.0146,0.0425,0.0,0.0,1.0127,0.0099,-0.2505,1.11,1
212,2024-10-18 07:35:00,2024-10-18,07:35:00,1,Friday,1.0,37895.0,1.1755217259804416,34.5,0.17,0.011,0.0134,1.0,1.0,1.0018,0.0042,0.0073,0.5,1
213,2024-10-21 07:35:00,2024-10-21,07:35:00,1,Monday,1.0,32417.0,1.0010592075398284,40.0,0.2,0.093,0.0233,0.0,1.0,0.9977,0.0023,0.0946,-0.27,0
214,2024-10-22 07:35:00,2024-10-22,07:35:00,1,Tuesday,1.0,39880.0,1.2208748786931618,53.46249999999782,0.26,0.0919,0.1507,0.0,0.0,1.0104,0.0105,0.1071,0.77,1
215,2024-10-23 08:00:00,2024-10-23,08:00:00,1,Wednesday,0.0,39791.0,1.201751087634416,55.75,0.27,0.137,0.0514,0.0,0.0,0.9853,-0.0017,-0.2116,-1.84,0
216,2024-10-24 07:45:00,2024-10-24,07:45:00,0,Thursday,0.0,41426.0,1.2351627513126548,64.75,0.32,0.0209,0.0724,1.0,1.0,1.0018,-0.026,-0.1789,0.76,1
217,2024-10-25 07:35:00,2024-10-25,07:35:00,1,Friday,1.0,32659.0,0.9687562106412199,57.25,0.28,0.0561,0.0049,0.0,0.0,1.0078,0.0196,0.1323,0.54,1
218,2024-10-28 07:40:00,2024-10-28,07:40:00,1,Monday,0.0,35282.0,1.0367468914783238,62.75,0.3,0.0085,0.1091,0.0,0.0,1.0027,0.013,-0.1054,0.64,1
219,2024-10-29 07:35:00,2024-10-29,07:35:00,0,Tuesday,0.0,41554.0,1.2217937616599506,90.5,0.44,0.0768,0.0305,1.0,1.0,0.9985,-0.0049,-0.0766,0.05,1
220,2024-10-30 07:35:00,2024-10-30,07:35:00,0,Wednesday,0.0,35164.0,1.0344802225232739,53.5,0.26,0.0375,0.0073,1.0,1.0,1.0021,0.0049,-0.1019,-0.16,0
221,2024-10-31 07:45:00,2024-10-31,07:45:00,1,Thursday,0.0,52100.0,1.4950814403287458,116.5,0.57,0.016,0.1498,0.0,0.0,0.987,-0.0224,-0.4733,-0.83,0
222,2024-11-01 07:35:00,2024-11-01,07:35:00,1,Friday,1.0,34112.0,0.9835493641615163,61.25,0.31,0.0324,0.0561,1.0,1.0,0.9961,-0.0258,0.1185,0.28,1
223,2024-11-04 07:35:00,2024-11-04,07:35:00,0,Monday,0.0,34393.0,0.9882889781914366,98.0,0.49,0.1081,0.0211,0.0,1.0,0.9969,-0.0004,-0.1311,-0.13,0
224,2024-11-05 07:35:00,2024-11-05,07:35:00,1,Tuesday,1.0,39278.0,1.1113060208239023,67.0,0.33,0.0211,0.0261,1.0,0.0,1.0007,0.0024,0.1789,0.33,1
225,2024-11-06 07:35:00,2024-11-06,07:35:00,0,Wednesday,1.0,48111.0,1.3157646441068724,80.25,0.39,0.1305,0.0798,0.0,0.0,1.0193,0.0325,0.3078,1.69,1
226,2024-11-07 07:35:00,2024-11-07,07:35:00,1,Thursday,1.0,32073.0,0.8701868814030214,46.0,0.22,0.0464,0.0119,0.0,0.0,1.0118,0.04,0.1558,0.54,1
227,2024-11-08 07:45:00,2024-11-08,07:45:00,0,Friday,0.0,36835.0,0.9906035864502318,45.75,0.22,0.0968,0.0,1.0,1.0,1.0023,0.0171,0.0093,-0.17,0
228,2024-11-11 07:35:00,2024-11-11,07:35:00,1,Monday,0.0,31348.0,0.836108314274093,32.25,0.15,0.0458,0.0458,0.0,1.0,1.0029,0.0023,-0.1258,0.23,1
229,2024-11-12 07:35:00,2024-11-12,07:35:00,0,Tuesday,1.0,32712.0,0.8672287888568841,40.794999999998254,0.19,0.0342,0.1355,0.0,0.0,1.0145,0.0141,0.0555,1.33,1
230,2024-11-13 07:35:00,2024-11-13,07:35:00,0,Wednesday,1.0,26671.0,0.7137800959967457,29.0,0.14,0.0461,0.0402,0.0,0.0,0.9875,-0.0004,-0.0741,-1.46,0
231,2024-11-14 07:35:00,2024-11-14,07:35:00,0,Thursday,1.0,33850.0,0.9179026263946493,35.0,0.17,0.0473,0.0024,1.0,0.0,0.9965,-0.0165,-0.0505,-0.1,0
232,2024-11-15 07:35:00,2024-11-15,07:35:00,1,Friday,0.0,34815.0,0.9480292618769154,41.25,0.2,0.0747,0.0024,0.0,0.0,0.9845,-0.0226,-0.1599,-1.19,0
233,2024-11-18 07:35:00,2024-11-18,07:35:00,0,Monday,1.0,32639.0,0.888507172383567,39.25,0.19,0.0122,0.0389,0.0,0.0,0.999,-0.0266,0.1073,0.32,1
234,2024-11-19 07:35:00,2024-11-19,07:35:00,1,Tuesday,1.0,31760.0,0.8742411292464762,47.5,0.23,0.1584,0.0548,1.0,0.0,0.9953,0.0024,0.1243,-0.53,0
235,2024-11-20 07:35:00,2024-11-20,07:35:00,1,Wednesday,0.0,29437.0,0.8220111446359285,43.25,0.21,0.0145,0.0482,1.0,1.0,1.0034,0.0042,-0.2309,-0.06,0
236,2024-11-21 07:35:00,2024-11-21,07:35:00,1,Thursday,0.0,54929.0,1.5054774283905379,127.0,0.61,0.1521,0.0754,0.0,0.0,1.0116,0.0034,-0.5825,0.59,1
237,2024-11-22 07:35:00,2024-11-22,07:35:00,0,Friday,1.0,38765.0,1.0536429709116804,53.46249999999782,0.25,0.0024,0.083,1.0,0.0,1.0147,0.0269,0.05,1.19,1
238,2024-11-25 07:35:00,2024-11-25,07:35:00,0,Monday,1.0,58358.0,1.5379547347227054,71.5,0.34,0.0535,0.2189,0.0,0.0,0.9973,0.0078,0.206,-0.54,0
239,2024-11-26 07:35:00,2024-11-26,07:35:00,0,Tuesday,1.0,37384.0,0.99065366075995,56.0,0.27,0.0155,0.0012,1.0,1.0,1.0012,-0.0057,0.0253,0.29,1
240,2024-11-27 07:35:00,2024-11-27,07:35:00,1,Wednesday,0.0,40316.0,1.0611065344012127,71.0,0.34,0.0167,0.0848,1.0,0.0,0.9996,0.002,-0.1251,-0.25,0
241,2024-11-29 07:35:00,2024-11-29,07:35:00,1,Friday,1.0,28024.0,0.7617183783857245,39.25,0.19,0.0648,0.0876,0.0,0.0,1.0014,-0.0063,0.1548,0.07,1
242,2024-12-02 07:35:00,2024-12-02,07:35:00,1,Monday,1.0,49419.0,1.3158802157320364,96.79249999999956,0.45,0.0404,0.0772,0.0,0.0,1.0213,0.0363,0.1312,1.6,1
243,2024-12-03 07:35:00,2024-12-03,07:35:00,1,Tuesday,1.0,47542.0,1.2441218109925078,51.5,0.24,0.0425,0.1099,0.0,0.0,0.9875,0.009,0.1036,-1.61,0
244,2024-12-04 07:35:00,2024-12-04,07:35:00,0,Wednesday,0.0,41481.0,1.082392112401154,38.5,0.18,0.0887,0.0444,0.0,0.0,1.0074,-0.0044,-0.1041,0.65,1
245,2024-12-05 07:35:00,2024-12-05,07:35:00,0,Thursday,1.0,34651.0,0.9203342855131879,32.75,0.15,0.0499,0.0778,1.0,1.0,1.0038,0.0149,-0.042,-0.01,0
246,2024-12-06 07:35:00,2024-12-06,07:35:00,1,Friday,1.0,33280.0,0.8825058073549221,47.5,0.22,0.0547,0.0291,1.0,1.0,0.9988,0.0004,0.0837,0.07,1
247,2024-12-09 07:45:00,2024-12-09,07:45:00,0,Monday,1.0,43923.0,1.153888591154125,59.5,0.28,0.1261,0.0335,0.0,1.0,1.0003,0.0048,0.1467,-0.2,0
248,2024-12-10 07:35:00,2024-12-10,07:35:00,1,Tuesday,1.0,36079.0,0.9419674035781654,28.25,0.13,0.0035,0.0987,1.0,1.0,1.0001,-0.0056,0.0601,0.22,1
249,2024-12-11 07:35:00,2024-12-11,07:35:00,1,Wednesday,1.0,39571.0,1.0239696517245573,45.0,0.21,0.0544,0.0799,1.0,0.0,1.0054,0.0076,0.0197,0.85,1
250,2024-12-12 08:00:00,2024-12-12,08:00:00,0,Thursday,0.0,35270.0,0.9026312455773756,41.3025000000016,0.19,0.0127,0.098,0.0,0.0,1.0123,0.0299,0.0215,0.9,1
251,2024-12-13 07:35:00,2024-12-13,07:35:00,1,Friday,1.0,33298.0,0.8527660860423514,28.63249999999971,0.13,0.0138,0.0218,0.0,0.0,1.0055,0.0156,0.0895,0.7,1
252,2024-12-16 07:40:00,2024-12-16,07:40:00,1,Monday,1.0,26036.0,0.6743662599299111,40.034999999999854,0.18,0.0582,0.016,0.0,0.0,1.0066,0.0123,-0.0026,0.47,1
253,2024-12-17 07:40:00,2024-12-17,07:40:00,0,Tuesday,1.0,18751.0,0.494570564202386,60.55749999999898,0.27,0.0091,0.0862,1.0,1.0,1.0,0.0096,0.1882,-0.35,0
254,2024-12-18 07:35:00,2024-12-18,07:35:00,0,Wednesday,0.0,36067.0,0.9459191876010548,79.25,0.36,0.0999,0.0337,1.0,0.0,0.9982,-0.0099,0.0058,-0.15,0
255,2024-12-19 07:35:00,2024-12-19,07:35:00,1,Thursday,0.0,45863.0,1.177473373153258,55.25,0.25,0.0969,0.1384,1.0,1.0,0.9773,-0.0302,-0.1997,0.84,1
