,timestamp,date,time,target_label,day,transaction,volume_5min,volume_norm,barsize_5min,barsize_5min_norm,topping_tail,bottoming_tail,inside_wicks,inside_body,sma_90_norm,sma_90_slope,avwap_2day,gap,gap_up
256,2024-12-20 07:35:00,2024-12-20,07:35:00,0,Friday,1.0,43566.0,1.1350573963972883,42.0,0.2,0.0707,0.0966,0.0,0.0,0.985,-0.0316,0.367,-0.77,0
257,2024-12-23 07:35:00,2024-12-23,07:35:00,0,Monday,1.0,44981.0,1.1625100147313467,64.25,0.3,0.1376,0.0474,0.0,0.0,1.0007,0.0089,0.0816,0.24,1
258,2024-12-24 07:35:00,2024-12-24,07:35:00,1,Tuesday,1.0,27781.0,0.7475214689425158,44.75,0.21,0.0825,0.1157,0.0,0.0,1.0072,0.0065,0.0534,0.32,1
259,2024-12-26 07:35:00,2024-12-26,07:35:00,0,Thursday,1.0,30763.0,0.8351998609945945,35.75,0.16,0.0376,0.0285,0.0,0.0,1.0054,0.016,0.0322,-0.38,0
260,2024-12-27 07:35:00,2024-12-27,07:35:00,1,Friday,0.0,40292.0,1.093943022217154,94.5,0.43,0.079,0.032,0.0,0.0,0.9926,-0.0104,-0.2664,-0.73,0
261,2024-12-30 07:35:00,2024-12-30,07:35:00,0,Monday,0.0,43022.0,1.1447562383919876,77.5,0.36,0.0397,0.0444,0.0,0.0,0.9882,-0.0359,-0.0268,-1.36,0
262,2024-12-31 07:35:00,2024-12-31,07:35:00,1,Tuesday,0.0,33883.0,0.9206086129601956,57.75,0.27,0.1293,0.113,1.0,0.0,0.999,-0.0114,-0.2844,0.21,1
263,2025-01-02 07:35:00,2025-01-02,07:35:00,0,Thursday,0.0,44990.0,1.2266409287463125,107.5,0.5,0.1171,0.0059,0.0,0.0,1.0012,-0.013,-0.4117,0.6,1
264,2025-01-03 07:35:00,2025-01-03,07:35:00,0,Friday,1.0,35267.0,0.9697607976527979,86.0,0.4,0.1444,0.0798,1.0,1.0,1.0047,0.004,0.3185,0.59,1
265,2025-01-06 07:35:00,2025-01-06,07:35:00,0,Monday,1.0,51616.0,1.386969484038001,62.0,0.29,0.0276,0.0414,0.0,1.0,1.0143,0.0338,0.0397,1.04,1
266,2025-01-07 07:35:00,2025-01-07,07:35:00,1,Tuesday,0.0,38783.0,1.0344864377529002,59.5,0.27,0.0665,0.0115,1.0,0.0,1.0017,0.0123,-0.2133,0.19,1
267,2025-01-08 07:35:00,2025-01-08,07:35:00,0,Wednesday,1.0,39639.0,1.0633948476093131,59.75,0.28,0.0222,0.1826,1.0,0.0,0.993,-0.0162,-0.2167,-0.02,0
268,2025-01-10 07:35:00,2025-01-10,07:35:00,1,Friday,0.0,48902.0,1.289710038096318,83.25,0.39,0.0189,0.2064,0.0,0.0,0.9936,-0.0131,-0.2219,-0.78,0
269,2025-01-13 07:35:00,2025-01-13,07:35:00,0,Monday,0.0,45841.0,1.1990672381119287,43.5,0.21,0.0975,0.1071,0.0,0.0,0.9861,-0.031,-0.136,-1.19,0
270,2025-01-14 07:35:00,2025-01-14,07:35:00,0,Tuesday,1.0,39561.0,1.029025805629326,65.75,0.31,0.0558,0.2527,0.0,0.0,1.0099,-0.0006,0.1699,0.59,1
271,2025-01-15 07:35:00,2025-01-15,07:35:00,0,Wednesday,0.0,39754.0,1.025435992148143,62.0,0.29,0.0965,0.1376,0.0,0.0,1.0155,0.02,0.0093,1.57,1
272,2025-01-16 07:40:00,2025-01-16,07:40:00,1,Thursday,0.0,45670.0,1.148942379294383,92.25,0.43,0.014,0.1012,0.0,0.0,1.0091,0.0333,-0.1177,0.46,1
273,2025-01-17 07:35:00,2025-01-17,07:35:00,0,Friday,0.0,63235.0,1.5065350289942774,105.25,0.49,0.03,0.0358,0.0,0.0,1.0125,0.0072,-0.2419,1.88,1
274,2025-01-21 07:35:00,2025-01-21,07:35:00,1,Tuesday,0.0,36947.0,0.8793178129269024,33.75,0.16,0.0357,0.023,0.0,0.0,1.0065,0.016,-0.2173,0.51,1
275,2025-01-22 07:45:00,2025-01-22,07:45:00,1,Wednesday,1.0,53177.0,1.2546627815069544,79.5,0.36,0.0981,0.0536,0.0,0.0,1.0107,0.0185,0.1605,0.92,1
276,2025-01-23 07:35:00,2025-01-23,07:35:00,1,Thursday,1.0,35758.0,0.8515208450912174,33.5,0.15,0.008,0.1051,0.0,0.0,0.9953,0.0088,0.0735,-0.49,0
277,2025-01-24 07:35:00,2025-01-24,07:35:00,0,Friday,0.0,39935.0,0.9567377721557804,43.5,0.2,0.0386,0.0408,0.0,0.0,1.0042,-0.0006,-0.0118,0.01,1
278,2025-01-27 07:35:00,2025-01-27,07:35:00,0,Monday,1.0,80516.0,1.8143408097112166,162.5,0.77,0.1574,0.0734,0.0,0.0,0.9625,-0.0361,0.3394,-3.58,0
279,2025-01-28 07:35:00,2025-01-28,07:35:00,0,Tuesday,0.0,53719.0,1.1799799452393007,79.0,0.37,0.081,0.0868,1.0,0.0,0.9998,-0.0327,-0.1974,0.21,1
280,2025-01-29 07:35:00,2025-01-29,07:35:00,1,Wednesday,0.0,39739.0,0.8734287667288677,73.25,0.34,0.0301,0.022,1.0,0.0,1.0064,0.0194,-0.0612,0.11,1
281,2025-01-30 07:35:00,2025-01-30,07:35:00,0,Thursday,0.0,41336.0,0.9102159274575345,50.25,0.23,0.0866,0.0058,0.0,0.0,1.0063,0.001,0.0767,0.56,1
282,2025-01-31 07:35:00,2025-01-31,07:35:00,0,Friday,0.0,40149.0,0.8780209374391768,72.5,0.33,0.1171,0.039,0.0,0.0,1.0089,0.0163,0.0025,0.69,1
283,2025-02-03 07:35:00,2025-02-03,07:35:00,0,Monday,1.0,51512.0,1.1185421950456866,77.5,0.37,0.1367,0.1779,0.0,0.0,0.974,-0.0229,0.3115,-1.69,0
284,2025-02-04 07:35:00,2025-02-04,07:35:00,1,Tuesday,1.0,34219.0,0.7438848357840366,61.0,0.28,0.0654,0.0782,1.0,1.0,0.9999,-0.0062,0.2247,-1.02,0
285,2025-02-05 07:35:00,2025-02-05,07:35:00,0,Wednesday,1.0,36551.0,0.8078077845786972,43.75,0.2,0.0568,0.1195,1.0,1.0,0.9971,0.004,0.0782,-1.31,0
286,2025-02-06 07:40:00,2025-02-06,07:40:00,0,Thursday,1.0,31334.0,0.6982553643812661,43.0,0.2,0.0195,0.1102,1.0,1.0,1.0048,0.0056,0.1012,-0.95,0
287,2025-02-07 07:35:00,2025-02-07,07:35:00,0,Friday,1.0,42146.0,0.9365767371369587,83.25,0.38,0.0343,0.0731,1.0,1.0,1.0041,0.0116,0.0898,-0.8,0
288,2025-02-10 07:35:00,2025-02-10,07:35:00,1,Monday,1.0,27516.0,0.626349424947218,37.5,0.17,0.0701,0.0448,0.0,1.0,1.0031,-0.0005,0.0613,-0.25,0
289,2025-02-11 07:35:00,2025-02-11,07:35:00,1,Tuesday,1.0,36245.0,0.8341589769613783,79.25,0.37,0.0253,0.0253,0.0,0.0,0.9944,0.0105,0.1148,-1.64,0
290,2025-02-12 07:35:00,2025-02-12,07:35:00,1,Wednesday,1.0,40641.0,0.9341695600155845,59.25,0.27,0.0151,0.0684,0.0,0.0,0.9881,-0.0143,0.1391,-2.15,0
291,2025-02-13 07:35:00,2025-02-13,07:35:00,0,Thursday,1.0,46983.0,1.0710475443619718,87.25,0.4,0.0606,0.0297,1.0,1.0,1.0047,0.0056,-0.2036,-0.68,0
292,2025-02-14 07:35:00,2025-02-14,07:35:00,0,Friday,0.0,34005.0,0.7856406014811769,43.25,0.2,0.1131,0.0622,1.0,1.0,1.0056,0.0148,-0.0303,-0.92,0
293,2025-02-18 07:40:00,2025-02-18,07:40:00,1,Tuesday,0.0,42935.0,1.0157766545259255,45.0,0.2,0.0461,0.1202,0.0,1.0,1.0047,0.0086,-0.1036,-0.77,0
294,2025-02-19 07:35:00,2025-02-19,07:35:00,0,Wednesday,1.0,32164.0,0.7652811154203051,37.0,0.17,0.0101,0.1092,1.0,0.0,1.001,0.0009,-0.0463,-1.16,0
295,2025-02-20 07:40:00,2025-02-20,07:40:00,1,Thursday,0.0,33186.0,0.8088336548503575,55.5,0.25,0.0765,0.0101,1.0,1.0,0.9993,-0.0,-0.1082,-1.08,0
296,2025-02-21 07:35:00,2025-02-21,07:35:00,1,Friday,0.0,39697.0,0.9629024120466497,54.0,0.24,0.0068,0.0868,1.0,0.0,1.0039,-0.0056,-0.1466,-0.82,0
297,2025-02-24 07:35:00,2025-02-24,07:35:00,1,Monday,0.0,37909.0,0.9217971506452264,70.5,0.32,0.2252,0.0296,0.0,0.0,1.0034,-0.0067,-0.1664,0.32,1
298,2025-02-25 07:35:00,2025-02-25,07:35:00,0,Tuesday,1.0,46240.0,1.1732675653936815,61.75,0.29,0.0104,0.0659,0.0,0.0,0.992,-0.0062,0.0616,-0.14,0
299,2025-02-26 07:35:00,2025-02-26,07:35:00,1,Wednesday,1.0,47138.0,1.2061229842191787,50.0,0.23,0.0151,0.0699,1.0,1.0,1.0014,-0.0182,0.1816,0.24,1
300,2025-02-27 07:35:00,2025-02-27,07:35:00,0,Thursday,1.0,38457.0,0.9856182315153332,50.0,0.23,0.1124,0.0951,1.0,0.0,1.0044,0.0074,-0.1442,0.62,1
301,2025-02-28 07:35:00,2025-02-28,07:35:00,1,Friday,1.0,72037.0,1.7763579692847915,137.25,0.66,0.0264,0.0264,1.0,0.0,0.9804,-0.0344,0.2448,-0.11,0
302,2025-03-03 07:35:00,2025-03-03,07:35:00,1,Monday,0.0,48693.0,1.1882021649373846,98.75,0.46,0.1563,0.1551,0.0,0.0,1.0184,0.0185,-0.3281,0.8,1
303,2025-03-04 07:35:00,2025-03-04,07:35:00,0,Tuesday,1.0,60538.0,1.4611517268178715,107.0,0.52,0.107,0.2444,1.0,0.0,0.9793,-0.023,0.1193,-0.83,0
304,2025-03-05 07:35:00,2025-03-05,07:35:00,0,Wednesday,0.0,44420.0,1.0590879016731538,64.5,0.31,0.1224,0.1563,1.0,1.0,1.0017,-0.0026,-0.1091,-0.08,0
305,2025-03-06 07:35:00,2025-03-06,07:35:00,1,Thursday,1.0,56463.0,1.315008960729994,79.0,0.38,0.028,0.2071,1.0,0.0,0.991,-0.021,0.0758,-1.63,0
306,2025-03-07 07:35:00,2025-03-07,07:35:00,0,Friday,1.0,50715.0,1.1550707869467776,79.5,0.39,0.0086,0.0654,1.0,0.0,0.9887,-0.0335,0.0682,-0.48,0
307,2025-03-10 07:40:00,2025-03-10,07:40:00,0,Monday,1.0,57461.0,1.286282392945045,111.5,0.55,0.0821,0.1568,0.0,0.0,0.9906,-0.0171,0.18,-1.5,0
308,2025-03-11 07:35:00,2025-03-11,07:35:00,0,Tuesday,1.0,48653.0,1.0639419186949202,75.25,0.38,0.1949,0.1732,1.0,0.0,0.9898,-0.0452,0.4369,-0.19,0
309,2025-03-12 07:40:00,2025-03-12,07:40:00,0,Wednesday,1.0,50909.0,1.0957079087946762,103.5,0.52,0.1909,0.1294,0.0,0.0,1.0133,0.0223,-0.2114,1.39,1
310,2025-03-13 07:35:00,2025-03-13,07:35:00,1,Thursday,0.0,52320.0,1.1120995022972124,66.25,0.33,0.0164,0.2616,1.0,0.0,0.9983,-0.0009,-0.0462,-0.09,0
311,2025-03-14 07:35:00,2025-03-14,07:35:00,0,Friday,1.0,46808.0,0.9951230297592979,96.75,0.49,0.0419,0.0775,1.0,1.0,1.005,-0.0062,0.2597,0.86,1
312,2025-03-17 07:35:00,2025-03-17,07:35:00,0,Monday,1.0,21977.0,0.4732750452235335,77.0,0.39,0.0126,0.0954,0.0,1.0,1.0055,0.025,0.334,0.16,1
313,2025-03-18 07:35:00,2025-03-18,07:35:00,1,Tuesday,0.0,19099.0,0.42213145552358095,63.0,0.32,0.0075,0.0364,1.0,0.0,0.9959,-0.0041,-0.2767,-1.12,0
314,2025-03-19 07:35:00,2025-03-19,07:35:00,0,Wednesday,0.0,31031.0,0.6867156993463908,48.0,0.24,0.1352,0.019,1.0,0.0,1.0018,-0.0203,-0.0512,-0.18,0
315,2025-03-20 07:35:00,2025-03-20,07:35:00,1,Thursday,1.0,41294.0,0.9057102030028766,116.25,0.59,0.0366,0.1504,1.0,0.0,0.9958,0.0077,0.2393,-0.92,0
316,2025-03-21 07:35:00,2025-03-21,07:35:00,0,Friday,0.0,48827.0,1.0603166813067257,89.75,0.46,0.2747,0.1742,0.0,0.0,0.9862,-0.0246,-0.0827,-1.24,0
317,2025-03-24 07:35:00,2025-03-24,07:35:00,1,Monday,1.0,46162.0,0.9935409721041452,45.5,0.22,0.0889,0.0247,0.0,0.0,1.0222,0.0213,0.1427,1.53,1
318,2025-03-25 07:35:00,2025-03-25,07:35:00,0,Tuesday,0.0,32118.0,0.7019407290847102,35.0,0.17,0.0931,0.0735,1.0,0.0,1.0054,0.0311,-0.0123,0.19,1
319,2025-03-26 07:35:00,2025-03-26,07:35:00,0,Wednesday,1.0,35607.0,0.7881238040746402,48.0,0.23,0.1052,0.0771,1.0,1.0,1.0002,0.003,0.0827,-0.3,0
320,2025-03-27 07:35:00,2025-03-27,07:35:00,0,Thursday,0.0,51181.0,1.1171073639684257,93.0,0.46,0.2047,0.1024,0.0,0.0,0.9906,-0.024,-0.2342,-0.39,0
321,2025-03-28 08:10:00,2025-03-28,08:10:00,1,Friday,0.0,39933.0,0.9032479877495028,79.0,0.4,0.0377,0.1369,0.0,0.0,0.9918,-0.0108,-0.6792,-0.48,0
322,2025-03-31 07:40:00,2025-03-31,07:40:00,0,Monday,0.0,57592.0,1.2896984463245207,178.5,0.93,0.133,0.0991,0.0,0.0,0.9776,-0.0603,-0.3525,-1.46,0
323,2025-04-01 07:35:00,2025-04-01,07:35:00,0,Tuesday,0.0,51178.0,1.1582034697673997,85.5,0.44,0.2709,0.1096,1.0,1.0,1.0055,-0.0064,0.0384,-0.19,0
324,2025-04-02 07:35:00,2025-04-02,07:35:00,1,Wednesday,1.0,46986.0,1.0602562974295793,102.25,0.53,0.0039,0.0569,1.0,0.0,0.992,0.0,0.4109,-1.41,0
325,2025-04-03 07:35:00,2025-04-03,07:35:00,0,Thursday,1.0,54343.0,1.2292098792798867,146.0,0.77,0.0291,0.0687,0.0,0.0,0.9625,-0.0234,0.2537,-4.19,0
326,2025-04-04 07:35:00,2025-04-04,07:35:00,1,Friday,0.0,45857.0,1.0429915299726156,152.5,0.84,0.4682,0.3126,0.0,0.0,0.9584,-0.0867,-0.2543,-2.9,0
327,2025-04-07 07:35:00,2025-04-07,07:35:00,0,Monday,0.0,44782.0,1.0334422960871488,130.0,0.77,0.3146,0.3323,0.0,0.0,0.9448,-0.1186,-0.2393,-3.12,0
328,2025-04-08 07:35:00,2025-04-08,07:35:00,0,Tuesday,0.0,49203.0,1.134746375432855,91.75,0.51,0.1736,0.2135,1.0,0.0,1.0373,0.0284,-0.2305,2.71,1
329,2025-04-09 07:35:00,2025-04-09,07:35:00,1,Wednesday,1.0,41142.0,0.959647322261616,167.5,0.97,0.4998,0.0668,1.0,0.0,0.9698,-0.0118,0.7653,-0.24,0
330,2025-04-10 07:35:00,2025-04-10,07:35:00,1,Thursday,0.0,40217.0,0.9515021819700309,130.0,0.69,0.2674,0.2634,1.0,1.0,1.0457,0.0987,-0.0534,-2.46,0
331,2025-04-11 07:35:00,2025-04-11,07:35:00,0,Friday,1.0,38224.0,0.9136268408957003,126.25,0.69,0.2674,0.2634,1.0,0.0,0.9931,-0.0367,0.3751,-0.66,0
332,2025-04-14 07:35:00,2025-04-14,07:35:00,1,Monday,0.0,40870.0,0.9553016083754262,83.25,0.43,0.117,0.0663,0.0,0.0,1.0325,0.0416,-0.405,2.29,1
333,2025-04-15 07:35:00,2025-04-15,07:35:00,0,Tuesday,1.0,37117.0,0.8496859204453887,74.75,0.39,0.1501,0.1001,1.0,1.0,1.0011,0.0099,0.234,0.35,1
334,2025-04-16 07:35:00,2025-04-16,07:35:00,0,Wednesday,1.0,43561.0,0.9831030225887335,87.5,0.47,0.191,0.0659,0.0,0.0,0.9782,-0.0271,0.1621,-2.02,0
335,2025-04-17 07:35:00,2025-04-17,07:35:00,0,Thursday,0.0,45344.0,1.0186870116507385,99.25,0.54,0.0595,0.0108,1.0,1.0,0.9981,-0.0346,-0.1654,0.39,1
336,2025-04-21 07:35:00,2025-04-21,07:35:00,1,Monday,0.0,28730.0,0.660348194040777,41.75,0.23,0.0758,0.0262,0.0,1.0,0.9858,-0.002,-0.0954,-1.64,0
337,2025-04-22 07:35:00,2025-04-22,07:35:00,0,Tuesday,0.0,40145.0,0.9291426058579149,53.0,0.29,0.0399,0.0262,1.0,0.0,1.0139,-0.0168,0.1206,1.39,1
338,2025-04-23 07:35:00,2025-04-23,07:35:00,1,Wednesday,1.0,38730.0,0.8895861230996094,70.0,0.37,0.1003,0.062,0.0,0.0,1.0361,0.0746,0.0153,3.05,1
339,2025-04-24 07:35:00,2025-04-24,07:35:00,1,Thursday,1.0,36096.0,0.8286206528463748,47.75,0.25,0.0517,0.1536,1.0,1.0,1.0011,0.0323,0.1173,0.5,1
340,2025-04-25 07:35:00,2025-04-25,07:35:00,0,Friday,1.0,41645.0,0.9665833038372046,75.25,0.39,0.0259,0.2383,1.0,1.0,1.0076,0.0289,0.0898,-0.33,0
341,2025-04-28 07:35:00,2025-04-28,07:35:00,0,Monday,0.0,42682.0,0.9875017930600479,85.5,0.44,0.1343,0.0422,0.0,1.0,1.0072,0.0145,-0.1071,0.07,1
342,2025-04-29 07:35:00,2025-04-29,07:35:00,0,Tuesday,0.0,29354.0,0.7020758042874602,60.5,0.31,0.1223,0.0836,1.0,0.0,1.0002,-0.0029,-0.0627,-0.36,0
343,2025-04-30 07:35:00,2025-04-30,07:35:00,0,Wednesday,0.0,41793.0,1.0109322332161375,72.25,0.37,0.0155,0.329,0.0,0.0,0.9861,-0.01,-0.3766,-1.75,0
344,2025-05-01 07:35:00,2025-05-01,07:35:00,0,Thursday,0.0,37435.0,0.9160987189056248,77.5,0.39,0.0951,0.1252,0.0,0.0,1.0269,0.016,-0.153,1.41,1
345,2025-05-02 07:35:00,2025-05-02,07:35:00,0,Friday,0.0,30383.0,0.7659805120318665,51.75,0.26,0.168,0.0672,1.0,0.0,1.0073,0.0316,0.0219,1.59,1
346,2025-05-05 07:35:00,2025-05-05,07:35:00,0,Monday,1.0,31860.0,0.8176432319235019,42.0,0.21,0.02,0.085,0.0,0.0,0.9922,0.0014,-0.0141,-0.97,0
347,2025-05-06 07:35:00,2025-05-06,07:35:00,0,Tuesday,1.0,37931.0,0.982080671929493,64.5,0.33,0.0379,0.0834,0.0,0.0,0.984,-0.0198,0.1739,-1.16,0
348,2025-05-07 07:40:00,2025-05-07,07:40:00,0,Wednesday,1.0,34979.0,0.9226390658342103,54.75,0.28,0.1055,0.1495,1.0,0.0,0.9989,-0.0131,0.1382,0.14,1
349,2025-05-08 07:35:00,2025-05-08,07:35:00,1,Thursday,0.0,34746.0,0.9242899438977871,63.0,0.31,0.0595,0.0037,0.0,0.0,1.0146,0.0095,-0.119,1.01,1
350,2025-05-09 07:35:00,2025-05-09,07:35:00,0,Friday,1.0,26543.0,0.719158782282624,35.0,0.17,0.0062,0.0012,1.0,0.0,1.0022,0.0221,0.0176,0.27,1
351,2025-05-12 07:35:00,2025-05-12,07:35:00,0,Monday,0.0,52919.0,1.4058068997945177,120.25,0.57,0.0167,0.0203,0.0,0.0,1.0374,0.0292,-0.2335,3.84,1
352,2025-05-13 07:35:00,2025-05-13,07:35:00,1,Tuesday,1.0,40001.0,1.0638648712622707,66.25,0.32,0.0071,0.1476,0.0,0.0,1.0109,0.0465,0.1648,0.22,1
353,2025-05-14 07:35:00,2025-05-14,07:35:00,0,Wednesday,1.0,39848.0,1.0559607804167082,81.5,0.38,0.0012,0.0035,1.0,0.0,1.004,0.0258,0.0275,0.23,1
354,2025-05-15 07:35:00,2025-05-15,07:35:00,0,Thursday,1.0,28837.0,0.7793773251657767,57.25,0.27,0.0305,0.0974,1.0,0.0,0.9977,0.0,-0.092,-0.39,0
355,2025-05-16 07:35:00,2025-05-16,07:35:00,0,Friday,0.0,26033.0,0.72244654428395,52.25,0.24,0.0128,0.0431,1.0,0.0,1.0033,0.003,0.0048,0.18,1
356,2025-05-19 07:35:00,2025-05-19,07:35:00,1,Monday,1.0,31680.0,0.8755734895804543,62.25,0.29,0.0778,0.0035,0.0,0.0,0.9893,-0.0072,0.2526,-1.4,0
357,2025-05-20 07:35:00,2025-05-20,07:35:00,0,Tuesday,0.0,23636.0,0.6685041385542424,29.75,0.14,0.0701,0.0245,1.0,1.0,0.9979,-0.0039,0.0443,-0.38,0
358,2025-05-21 07:40:00,2025-05-21,07:40:00,1,Wednesday,1.0,31316.0,0.895104735200088,68.0,0.32,0.1187,0.0094,0.0,0.0,0.9934,-0.008,0.175,-0.68,0
359,2025-05-22 07:35:00,2025-05-22,07:35:00,0,Thursday,0.0,38609.0,1.099611238483118,100.0,0.47,0.2291,0.0201,1.0,1.0,0.9912,-0.012,0.0152,0.19,1
360,2025-05-23 07:35:00,2025-05-23,07:35:00,1,Friday,1.0,44251.0,1.255639609781566,102.25,0.49,0.0719,0.1343,0.0,0.0,0.9815,-0.0123,0.1121,-1.65,0
361,2025-05-27 07:35:00,2025-05-27,07:35:00,0,Tuesday,0.0,33791.0,0.9710824849664844,61.5,0.29,0.1176,0.0553,0.0,0.0,1.0113,-0.0047,-0.0566,1.51,1
362,2025-05-28 07:35:00,2025-05-28,07:35:00,0,Wednesday,1.0,25565.0,0.7387063032033241,36.25,0.17,0.0035,0.0674,0.0,0.0,1.0065,0.0243,0.1433,0.27,1
363,2025-05-29 07:35:00,2025-05-29,07:35:00,1,Thursday,0.0,36827.0,1.0718141998573902,102.0,0.47,0.0231,0.1465,0.0,0.0,1.0098,0.009,-0.2428,1.45,1
364,2025-05-30 07:35:00,2025-05-30,07:35:00,0,Friday,0.0,26562.0,0.785489644648885,62.75,0.29,0.0374,0.0655,1.0,0.0,0.9981,-0.0074,-0.1284,-0.05,0
365,2025-06-02 07:35:00,2025-06-02,07:35:00,0,Monday,1.0,34759.0,1.021282722166968,127.25,0.6,0.0399,0.0059,0.0,0.0,0.9995,0.0031,0.3329,-0.28,0
366,2025-06-03 07:35:00,2025-06-03,07:35:00,0,Tuesday,0.0,41353.0,1.1983146572083467,77.0,0.36,0.2297,0.0615,1.0,0.0,1.0054,0.0099,-0.0815,0.0,0
367,2025-06-04 07:35:00,2025-06-04,07:35:00,0,Wednesday,1.0,26964.0,0.793970722256003,41.0,0.19,0.0127,0.0426,1.0,0.0,1.0029,0.0122,0.1245,0.2,1
368,2025-06-05 07:35:00,2025-06-05,07:35:00,0,Thursday,0.0,38911.0,1.139162498481302,80.5,0.37,0.1272,0.1914,0.0,0.0,1.0027,0.0052,-0.2013,0.25,1
369,2025-06-06 07:35:00,2025-06-06,07:35:00,0,Friday,1.0,31908.0,0.9380388144868611,52.25,0.24,0.1044,0.0505,1.0,1.0,1.0017,-0.0007,0.1007,0.87,1
370,2025-06-09 07:35:00,2025-06-09,07:35:00,0,Monday,0.0,27110.0,0.7963224062977323,38.25,0.18,0.078,0.0126,0.0,1.0,1.0004,0.0083,-0.092,0.05,1
371,2025-06-10 07:35:00,2025-06-10,07:35:00,0,Tuesday,1.0,29715.0,0.9036364410439182,48.0,0.22,0.1351,0.0366,1.0,0.0,0.9998,-0.0001,0.1676,0.12,1
372,2025-06-11 07:35:00,2025-06-11,07:35:00,0,Wednesday,0.0,34690.0,1.0635150567550375,62.75,0.29,0.0352,0.0454,0.0,0.0,1.006,0.0057,0.0299,0.32,1
373,2025-06-12 07:35:00,2025-06-12,07:35:00,1,Thursday,1.0,30815.0,0.9579812600647878,57.5,0.26,0.1237,0.0607,1.0,0.0,0.9943,-0.0067,0.0926,-0.26,0
374,2025-06-13 07:35:00,2025-06-13,07:35:00,0,Friday,1.0,44032.0,1.3372876131122946,114.5,0.53,0.0646,0.0761,0.0,0.0,0.9892,-0.0051,0.2036,-1.15,0
375,2025-06-16 07:45:00,2025-06-16,07:45:00,1,Monday,1.0,14266.0,0.441152823303853,83.75,0.38,0.1262,0.0057,0.0,0.0,1.0015,-0.0045,0.1446,0.64,1
376,2025-06-17 07:40:00,2025-06-17,07:40:00,0,Tuesday,0.0,7190.0,0.23108939849261576,54.25,0.25,0.1202,0.0332,1.0,1.0,0.9968,0.009,-0.1737,-0.53,0
